nobs,month,year,prec
1,1,1917,359.77999877929705
2,2,1917,327.089996337891
3,3,1917,344.309997558594
4,4,1917,269.989990234375
5,5,1917,198.47999572753898
6,6,1917,218.309997558594
7,7,1917,137.050003051758
8,8,1917,205.199996948242
9,9,1917,129.61999511718798
10,10,1917,264.989990234375
11,11,1917,196.75999450683602
12,12,1917,366.989990234375
13,1,1918,333.510009765625
14,2,1918,225.710006713867
15,3,1918,240.169998168945
16,4,1918,264.899993896484
17,5,1918,159.309997558594
18,6,1918,141.440002441406
19,7,1918,73.8300018310547
20,8,1918,65.6399993896484
21,9,1918,42.81999969482421
22,10,1918,98.6999969482422
23,11,1918,209.36999511718798
24,12,1918,331.019989013672
25,1,1919,348.48001098632795
26,2,1919,213.11999511718798
27,3,1919,354.070007324219
28,4,1919,237.320007324219
29,5,1919,256.540008544922
30,6,1919,114.37999725341801
31,7,1919,93.3899993896484
32,8,1919,38.0999984741211
33,9,1919,123.55999755859399
34,10,1919,46.720001220703104
35,11,1919,228.27000427246102
36,12,1919,269.05999755859403
37,1,1920,365.489990234375
38,2,1920,150.940002441406
39,3,1920,206.5
40,4,1920,338.649993896484
41,5,1920,176.559997558594
42,6,1920,122.37000274658199
43,7,1920,105.26999664306601
44,8,1920,213.199996948242
45,9,1920,169.649993896484
46,10,1920,222.089996337891
47,11,1920,271.230010986328
48,12,1920,224.47999572753898
49,1,1921,359.390014648438
50,2,1921,310.390014648438
51,3,1921,321.899993896484
52,4,1921,202.139999389648
53,5,1921,133.259994506836
54,6,1921,163.559997558594
55,7,1921,188.050003051758
56,8,1921,93.47000122070308
57,9,1921,181.160003662109
58,10,1921,190.27000427246102
59,11,1921,164.47000122070298
60,12,1921,245.36999511718798
61,1,1922,321.899993896484
62,2,1922,305.010009765625
63,3,1922,302.959991455078
64,4,1922,233.539993286133
65,5,1922,171.820007324219
66,6,1922,228.699996948242
67,7,1922,91.87999725341801
68,8,1922,83.1699981689453
69,9,1922,116.08999633789101
70,10,1922,168.910003662109
71,11,1922,116.800003051758
72,12,1922,201.699996948242
73,1,1923,278.32000732421903
74,2,1923,289.619995117188
75,3,1923,282.019989013672
76,4,1923,199.919998168945
77,5,1923,137.139999389648
78,6,1923,133.75
79,7,1923,258.79998779296903
80,8,1923,96.30999755859379
81,9,1923,38.8600006103516
82,10,1923,142.25
83,11,1923,188.419998168945
84,12,1923,283.94000244140597
85,1,1924,290.80999755859403
86,2,1924,211.850006103516
87,3,1924,370.839996337891
88,4,1924,271.0
89,5,1924,175.690002441406
90,6,1924,178.210006713867
91,7,1924,183.49000549316398
92,8,1924,95.5500030517578
93,9,1924,131.520004272461
94,10,1924,270.260009765625
95,11,1924,290.640014648438
96,12,1924,283.660003662109
97,1,1925,288.670013427734
98,2,1925,267.769989013672
99,3,1925,265.010009765625
100,4,1925,240.77000427246102
101,5,1925,241.600006103516
102,6,1925,128.570007324219
103,7,1925,108.819999694824
104,8,1925,64.2099990844727
105,9,1925,82.6800003051758
106,10,1925,34.1599998474121
107,11,1925,92.87000274658199
108,12,1925,248.25
109,1,1926,279.829986572266
110,2,1926,232.910003662109
111,3,1926,281.17999267578097
112,4,1926,219.27000427246102
113,5,1926,241.36999511718798
114,6,1926,166.660003662109
115,7,1926,153.559997558594
116,8,1926,89.75
117,9,1926,125.62000274658199
118,10,1926,196.589996337891
119,11,1926,120.900001525879
120,12,1926,291.880004882812
121,1,1927,353.119995117188
122,2,1927,262.54998779296903
123,3,1927,265.529998779297
124,4,1927,226.860000610352
125,5,1927,137.979995727539
126,6,1927,209.25
127,7,1927,74.0299987792969
128,8,1927,58.25
129,9,1927,171.020004272461
130,10,1927,104.470001220703
131,11,1927,284.420013427734
132,12,1927,262.010009765625
133,1,1928,345.200012207031
134,2,1928,271.880004882812
135,3,1928,413.390014648438
136,4,1928,180.940002441406
137,5,1928,173.00999450683602
138,6,1928,198.820007324219
139,7,1928,103.94000244140601
140,8,1928,106.220001220703
141,9,1928,44.8199996948242
142,10,1928,107.66999816894501
143,11,1928,197.919998168945
144,12,1928,272.32000732421903
145,1,1929,295.07000732421903
146,2,1929,240.720001220703
147,3,1929,316.55999755859403
148,4,1929,162.960006713867
149,5,1929,82.8399963378906
150,6,1929,131.789993286133
151,7,1929,65.73000335693361
152,8,1929,38.209999084472706
153,9,1929,56.8499984741211
154,10,1929,76.8499984741211
155,11,1929,172.110000610352
156,12,1929,314.910003662109
157,1,1930,263.55999755859403
158,2,1930,195.889999389648
159,3,1930,222.929992675781
160,4,1930,210.139999389648
161,5,1930,244.24000549316398
162,6,1930,115.569999694824
163,7,1930,24.969999313354503
164,8,1930,14.720000267028801
