2 0 0.04081754309 103.1449794769
2 0.1 0.04085164448 103.093695878
2 0.2 0.04087859736 102.838988304
2 0.3 0.040835960326 103.3182587623
2 0.4 0.04096250288 103.718839168
2 0.5 0.04196714826 104.8868649005
2 0.6 0.04183087953 104.8623170852
2 0.7 0.0417304340244 104.651500463
2 0.8 0.04176448090 105.248081445
2 0.9 0.04184616080 104.239155054
3 0 0.0405363112902 178.8345251083
3 0.1 0.04052094648 180.901297330
3 0.2 0.04044705617 179.847992897
3 0.3 0.040579165878 180.6816766262
3 0.4 0.040546009912 181.591079235
3 0.5 0.0404339913228 178.459052324
3 0.6 0.041058817513 178.9054400920
3 0.7 0.040991087817 178.13674879074
3 0.8 0.040994509641 177.964319467
3 0.9 0.04183451897 177.711021184
4 0 0.0404431169782 247.3339989185
4 0.1 0.04040849798 247.506745338
4 0.2 0.04041934282 247.8224177360
4 0.3 0.040223947844 246.337776184
4 0.4 0.04044505286 246.334419012
4 0.5 0.040513152064 245.236236572
4 0.6 0.04080864305 243.914980888
4 0.7 0.04085182302 244.413990974
4 0.8 0.041133280645 243.87703323364258
4 0.9 0.0411972372451 242.1110868453
5 0 0.04016508606 321.593100070
5 0.1 0.04018979006 322.084022760
5 0.2 0.040175087441 321.455682039
5 0.3 0.04018085460 322.136015176
5 0.4 0.04019930440 319.751073122
5 0.5 0.040249390534 314.2247502803
5 0.6 0.04052992672 315.647801876
5 0.7 0.040828618715 315.200042247
5 0.8 0.04089747737 312.624343395
5 0.9 0.04097057554 307.887836933
6 0 0.04026955185 401.445839881
6 0.1 0.04022362273 398.498119831
6 0.2 0.0402993162244 398.1495950222
6 0.3 0.0403298118785 395.604017496
6 0.4 0.040114978814 396.448461055
6 0.5 0.04030827086 386.3736803531
6 0.6 0.04059162653 387.769517660
6 0.7 0.04069391917 384.863014459
6 0.8 0.040580648483 376.2653858661
6 0.9 0.040712387581 370.0792644023
7 0 0.04023302287 566.897106885
7 0.1 0.040322065416 558.195584058
7 0.2 0.04038055800 553.653298377
7 0.3 0.04031629765 554.132207155
7 0.4 0.04028457858 551.219453096
7 0.5 0.04042929053 523.024991750
7 0.6 0.0405980456928 520.600086212
7 0.7 0.04040853848 521.699558734
7 0.8 0.04063207973 502.4973268508
7 0.9 0.04072837980 497.144065618
8 0 0.04046205423 778.260002613
8 0.1 0.040384649244 756.487856388
8 0.2 0.04038319223 745.473060131
8 0.3 0.04029313140 741.8684613704
8 0.4 0.040306820862 732.590641021
8 0.5 0.0403789987607 678.94129323959
8 0.6 0.04047973329 670.731637954
8 0.7 0.04034909896 668.647212743
8 0.8 0.0407375116009 646.9176297187805
8 0.9 0.04069678737 626.508283138
9 0 0.04031047529 955.5785386562
9 0.1 0.04031538025 879.320893526
9 0.2 0.040289108507 866.6840913295
9 0.3 0.04029717658 859.064105987
9 0.4 0.040210180634 851.224521398
9 0.5 0.04023950145 778.57586622238
9 0.6 0.040410740076 774.273551702
9 0.7 0.0403823308677 771.5277562141
9 0.8 0.04063830878 746.228378772
9 0.9 0.04104907645 733.3828072547
10 0 0.040503684016 1217.83264732
10 0.1 0.04048653866 1087.084842205
10 0.2 0.0403271197519 1072.6587927341461
10 0.3 0.040317060629 1059.85340571
10 0.4 0.040558692982 1042.87610411
10 0.5 0.040307707699 939.0889234542
10 0.6 0.04054452248 926.2286605834
10 0.7 0.0404761127817 922.289256095
10 0.8 0.040867880886 872.408541440
10 0.9 0.04062028552 844.0690150260
