2191	26.5	5.01	95.8	100	2186	372.7	34.36	60200	79.58	228	7.7966	78.371	-5.5881	7.6367	78.359	-4.8649	2108	42.1	5.01	117.4	100	2124	370.4	34.3	59740	77.29	238.3	9.4842	85.578	-6.1247	9.0734	86.335	-5.1334	1784	27.9	4.95	104.1	100	1793	366.1	34.66	56480	86.88	201.7	7.5956	71.437	-6.2682	7.3641	71.061	-5.5322	1226	36.3	2.58	121.6	100	1255	363.2	34.76	65140	86.54	244.1	7.9243	79.739	-6.7518	7.4678	78.289	-5.7541	1376	12.5	4.99	81.5	100	1345	367	34.7	72770	78.17	261.1	6.1791	63.093	-6.4008	6.0357	63.067	-5.4958	2063	31.3	4.88	102.3	100	2065	368.1	34.67	80740	78.37	297.6	7.7041	74.422	-5.6239	7.5752	75.055	-5.0332	2031	30.6	5.83	100.7	100	2031	369.4	34.45	63500	82.18	239	7.7427	74.005	-6.1119	7.4432	74.015	-5.1322	2346	23.8	5.18	90.2	100	2336	372.3	34.92	63080	88.39	238.1	8.8244	91.304	-5.3864	8.4706	90.717	-4.6326	2133	29.3	6.07	99.9	100	2130	372.8	34.9	82900	65.62	305.9	7.675	74.984	-6.3046	7.4165	75.226	-5.2246	2024	41.8	4.15	114.6	99	2038	371.9	34.12	71390	73.71	279	9.7081	90.936	-5.6443	9.5299	90.926	-4.9787	187.1
1956	24.9	5.93	98.5	100	1951	370.2	33.93	46410	87.96	187.1	7.8276	77.928	-6.0176	7.5061	77.589	-5.0829	2191	26.5	5.01	95.8	100	2186	372.7	34.36	60200	79.58	228	7.7966	78.371	-5.5881	7.6367	78.359	-4.8649	2108	42.1	5.01	117.4	100	2124	370.4	34.3	59740	77.29	238.3	9.4842	85.578	-6.1247	9.0734	86.335	-5.1334	1784	27.9	4.95	104.1	100	1793	366.1	34.66	56480	86.88	201.7	7.5956	71.437	-6.2682	7.3641	71.061	-5.5322	1226	36.3	2.58	121.6	100	1255	363.2	34.76	65140	86.54	244.1	7.9243	79.739	-6.7518	7.4678	78.289	-5.7541	1376	12.5	4.99	81.5	100	1345	367	34.7	72770	78.17	261.1	6.1791	63.093	-6.4008	6.0357	63.067	-5.4958	2063	31.3	4.88	102.3	100	2065	368.1	34.67	80740	78.37	297.6	7.7041	74.422	-5.6239	7.5752	75.055	-5.0332	2031	30.6	5.83	100.7	100	2031	369.4	34.45	63500	82.18	239	7.7427	74.005	-6.1119	7.4432	74.015	-5.1322	2346	23.8	5.18	90.2	100	2336	372.3	34.92	63080	88.39	238.1	8.8244	91.304	-5.3864	8.4706	90.717	-4.6326	2133	29.3	6.07	99.9	100	2130	372.8	34.9	82900	65.62	305.9	7.675	74.984	-6.3046	7.4165	75.226	-5.2246	398.3
1968	37.2	4.52	115.3	100	1981	367.4	34.73	84760	78.51	398.3	7.834	72.623	-5.6874	7.6893	72.388	-5.0425	1956	24.9	5.93	98.5	100	1951	370.2	33.93	46410	87.96	187.1	7.8276	77.928	-6.0176	7.5061	77.589	-5.0829	2191	26.5	5.01	95.8	100	2186	372.7	34.36	60200	79.58	228	7.7966	78.371	-5.5881	7.6367	78.359	-4.8649	2108	42.1	5.01	117.4	100	2124	370.4	34.3	59740	77.29	238.3	9.4842	85.578	-6.1247	9.0734	86.335	-5.1334	1784	27.9	4.95	104.1	100	1793	366.1	34.66	56480	86.88	201.7	7.5956	71.437	-6.2682	7.3641	71.061	-5.5322	1226	36.3	2.58	121.6	100	1255	363.2	34.76	65140	86.54	244.1	7.9243	79.739	-6.7518	7.4678	78.289	-5.7541	1376	12.5	4.99	81.5	100	1345	367	34.7	72770	78.17	261.1	6.1791	63.093	-6.4008	6.0357	63.067	-5.4958	2063	31.3	4.88	102.3	100	2065	368.1	34.67	80740	78.37	297.6	7.7041	74.422	-5.6239	7.5752	75.055	-5.0332	2031	30.6	5.83	100.7	100	2031	369.4	34.45	63500	82.18	239	7.7427	74.005	-6.1119	7.4432	74.015	-5.1322	2346	23.8	5.18	90.2	100	2336	372.3	34.92	63080	88.39	238.1	8.8244	91.304	-5.3864	8.4706	90.717	-4.6326	311.4
2202	34.5	4.68	105.6	100	2209	369.4	35.25	83210	72.84	311.4	8.3047	80.304	-5.8506	8.1613	81.233	-5.0826	1968	37.2	4.52	115.3	100	1981	367.4	34.73	84760	78.51	398.3	7.834	72.623	-5.6874	7.6893	72.388	-5.0425	1956	24.9	5.93	98.5	100	1951	370.2	33.93	46410	87.96	187.1	7.8276	77.928	-6.0176	7.5061	77.589	-5.0829	2191	26.5	5.01	95.8	100	2186	372.7	34.36	60200	79.58	228	7.7966	78.371	-5.5881	7.6367	78.359	-4.8649	2108	42.1	5.01	117.4	100	2124	370.4	34.3	59740	77.29	238.3	9.4842	85.578	-6.1247	9.0734	86.335	-5.1334	1784	27.9	4.95	104.1	100	1793	366.1	34.66	56480	86.88	201.7	7.5956	71.437	-6.2682	7.3641	71.061	-5.5322	1226	36.3	2.58	121.6	100	1255	363.2	34.76	65140	86.54	244.1	7.9243	79.739	-6.7518	7.4678	78.289	-5.7541	1376	12.5	4.99	81.5	100	1345	367	34.7	72770	78.17	261.1	6.1791	63.093	-6.4008	6.0357	63.067	-5.4958	2063	31.3	4.88	102.3	100	2065	368.1	34.67	80740	78.37	297.6	7.7041	74.422	-5.6239	7.5752	75.055	-5.0332	2031	30.6	5.83	100.7	100	2031	369.4	34.45	63500	82.18	239	7.7427	74.005	-6.1119	7.4432	74.015	-5.1322	260.1
2425	40.4	5.95	108	100	2431	370.3	34.61	74010	76.6	260.1	9.0606	89.012	-4.9743	8.8548	89.177	-4.4062	2202	34.5	4.68	105.6	100	2209	369.4	35.25	83210	72.84	311.4	8.3047	80.304	-5.8506	8.1613	81.233	-5.0826	1968	37.2	4.52	115.3	100	1981	367.4	34.73	84760	78.51	398.3	7.834	72.623	-5.6874	7.6893	72.388	-5.0425	1956	24.9	5.93	98.5	100	1951	370.2	33.93	46410	87.96	187.1	7.8276	77.928	-6.0176	7.5061	77.589	-5.0829	2191	26.5	5.01	95.8	100	2186	372.7	34.36	60200	79.58	228	7.7966	78.371	-5.5881	7.6367	78.359	-4.8649	2108	42.1	5.01	117.4	100	2124	370.4	34.3	59740	77.29	238.3	9.4842	85.578	-6.1247	9.0734	86.335	-5.1334	1784	27.9	4.95	104.1	100	1793	366.1	34.66	56480	86.88	201.7	7.5956	71.437	-6.2682	7.3641	71.061	-5.5322	1226	36.3	2.58	121.6	100	1255	363.2	34.76	65140	86.54	244.1	7.9243	79.739	-6.7518	7.4678	78.289	-5.7541	1376	12.5	4.99	81.5	100	1345	367	34.7	72770	78.17	261.1	6.1791	63.093	-6.4008	6.0357	63.067	-5.4958	2063	31.3	4.88	102.3	100	2065	368.1	34.67	80740	78.37	297.6	7.7041	74.422	-5.6239	7.5752	75.055	-5.0332	206.5
2854	34.3	6.49	104.3	100	2858	369.7	34.54	57490	78.03	206.5	9.5041	98.518	-5.1149	9.271	96.224	-4.4398	2425	40.4	5.95	108	100	2431	370.3	34.61	74010	76.6	260.1	9.0606	89.012	-4.9743	8.8548	89.177	-4.4062	2202	34.5	4.68	105.6	100	2209	369.4	35.25	83210	72.84	311.4	8.3047	80.304	-5.8506	8.1613	81.233	-5.0826	1968	37.2	4.52	115.3	100	1981	367.4	34.73	84760	78.51	398.3	7.834	72.623	-5.6874	7.6893	72.388	-5.0425	1956	24.9	5.93	98.5	100	1951	370.2	33.93	46410	87.96	187.1	7.8276	77.928	-6.0176	7.5061	77.589	-5.0829	2191	26.5	5.01	95.8	100	2186	372.7	34.36	60200	79.58	228	7.7966	78.371	-5.5881	7.6367	78.359	-4.8649	2108	42.1	5.01	117.4	100	2124	370.4	34.3	59740	77.29	238.3	9.4842	85.578	-6.1247	9.0734	86.335	-5.1334	1784	27.9	4.95	104.1	100	1793	366.1	34.66	56480	86.88	201.7	7.5956	71.437	-6.2682	7.3641	71.061	-5.5322	1226	36.3	2.58	121.6	100	1255	363.2	34.76	65140	86.54	244.1	7.9243	79.739	-6.7518	7.4678	78.289	-5.7541	1376	12.5	4.99	81.5	100	1345	367	34.7	72770	78.17	261.1	6.1791	63.093	-6.4008	6.0357	63.067	-5.4958	216.3
2303	12.5	7.74	60.3	100	2260	366.2	34.05	56050	83.37	216.3	6.1019	69.608	-5.052	5.7421	69.229	-4.3614	2854	34.3	6.49	104.3	100	2858	369.7	34.54	57490	78.03	206.5	9.5041	98.518	-5.1149	9.271	96.224	-4.4398	2425	40.4	5.95	108	100	2431	370.3	34.61	74010	76.6	260.1	9.0606	89.012	-4.9743	8.8548	89.177	-4.4062	2202	34.5	4.68	105.6	100	2209	369.4	35.25	83210	72.84	311.4	8.3047	80.304	-5.8506	8.1613	81.233	-5.0826	1968	37.2	4.52	115.3	100	1981	367.4	34.73	84760	78.51	398.3	7.834	72.623	-5.6874	7.6893	72.388	-5.0425	1956	24.9	5.93	98.5	100	1951	370.2	33.93	46410	87.96	187.1	7.8276	77.928	-6.0176	7.5061	77.589	-5.0829	2191	26.5	5.01	95.8	100	2186	372.7	34.36	60200	79.58	228	7.7966	78.371	-5.5881	7.6367	78.359	-4.8649	2108	42.1	5.01	117.4	100	2124	370.4	34.3	59740	77.29	238.3	9.4842	85.578	-6.1247	9.0734	86.335	-5.1334	1784	27.9	4.95	104.1	100	1793	366.1	34.66	56480	86.88	201.7	7.5956	71.437	-6.2682	7.3641	71.061	-5.5322	1226	36.3	2.58	121.6	100	1255	363.2	34.76	65140	86.54	244.1	7.9243	79.739	-6.7518	7.4678	78.289	-5.7541	268.4
1793	33.2	3.12	112.8	100	1804	358.4	34.1	71700	74.83	268.4	8.251	75.451	-5.9384	8.0357	75.839	-5.1452	2303	12.5	7.74	60.3	100	2260	366.2	34.05	56050	83.37	216.3	6.1019	69.608	-5.052	5.7421	69.229	-4.3614	2854	34.3	6.49	104.3	100	2858	369.7	34.54	57490	78.03	206.5	9.5041	98.518	-5.1149	9.271	96.224	-4.4398	2425	40.4	5.95	108	100	2431	370.3	34.61	74010	76.6	260.1	9.0606	89.012	-4.9743	8.8548	89.177	-4.4062	2202	34.5	4.68	105.6	100	2209	369.4	35.25	83210	72.84	311.4	8.3047	80.304	-5.8506	8.1613	81.233	-5.0826	1968	37.2	4.52	115.3	100	1981	367.4	34.73	84760	78.51	398.3	7.834	72.623	-5.6874	7.6893	72.388	-5.0425	1956	24.9	5.93	98.5	100	1951	370.2	33.93	46410	87.96	187.1	7.8276	77.928	-6.0176	7.5061	77.589	-5.0829	2191	26.5	5.01	95.8	100	2186	372.7	34.36	60200	79.58	228	7.7966	78.371	-5.5881	7.6367	78.359	-4.8649	2108	42.1	5.01	117.4	100	2124	370.4	34.3	59740	77.29	238.3	9.4842	85.578	-6.1247	9.0734	86.335	-5.1334	1784	27.9	4.95	104.1	100	1793	366.1	34.66	56480	86.88	201.7	7.5956	71.437	-6.2682	7.3641	71.061	-5.5322	241.8
2326	44.6	5.05	117	100	2343	359.3	34.33	66560	78.8	241.8	10.326	98.921	-4.6394	10.303	99.943	-4.3805	1793	33.2	3.12	112.8	100	1804	358.4	34.1	71700	74.83	268.4	8.251	75.451	-5.9384	8.0357	75.839	-5.1452	2303	12.5	7.74	60.3	100	2260	366.2	34.05	56050	83.37	216.3	6.1019	69.608	-5.052	5.7421	69.229	-4.3614	2854	34.3	6.49	104.3	100	2858	369.7	34.54	57490	78.03	206.5	9.5041	98.518	-5.1149	9.271	96.224	-4.4398	2425	40.4	5.95	108	100	2431	370.3	34.61	74010	76.6	260.1	9.0606	89.012	-4.9743	8.8548	89.177	-4.4062	2202	34.5	4.68	105.6	100	2209	369.4	35.25	83210	72.84	311.4	8.3047	80.304	-5.8506	8.1613	81.233	-5.0826	1968	37.2	4.52	115.3	100	1981	367.4	34.73	84760	78.51	398.3	7.834	72.623	-5.6874	7.6893	72.388	-5.0425	1956	24.9	5.93	98.5	100	1951	370.2	33.93	46410	87.96	187.1	7.8276	77.928	-6.0176	7.5061	77.589	-5.0829	2191	26.5	5.01	95.8	100	2186	372.7	34.36	60200	79.58	228	7.7966	78.371	-5.5881	7.6367	78.359	-4.8649	2108	42.1	5.01	117.4	100	2124	370.4	34.3	59740	77.29	238.3	9.4842	85.578	-6.1247	9.0734	86.335	-5.1334	247.9
1792	31.2	5.86	107.4	100	1795	358.1	34.79	64710	81.8	247.9	7.4449	68.93	-5.8509	7.3865	69.695	-5.2556	2326	44.6	5.05	117	100	2343	359.3	34.33	66560	78.8	241.8	10.326	98.921	-4.6394	10.303	99.943	-4.3805	1793	33.2	3.12	112.8	100	1804	358.4	34.1	71700	74.83	268.4	8.251	75.451	-5.9384	8.0357	75.839	-5.1452	2303	12.5	7.74	60.3	100	2260	366.2	34.05	56050	83.37	216.3	6.1019	69.608	-5.052	5.7421	69.229	-4.3614	2854	34.3	6.49	104.3	100	2858	369.7	34.54	57490	78.03	206.5	9.5041	98.518	-5.1149	9.271	96.224	-4.4398	2425	40.4	5.95	108	100	2431	370.3	34.61	74010	76.6	260.1	9.0606	89.012	-4.9743	8.8548	89.177	-4.4062	2202	34.5	4.68	105.6	100	2209	369.4	35.25	83210	72.84	311.4	8.3047	80.304	-5.8506	8.1613	81.233	-5.0826	1968	37.2	4.52	115.3	100	1981	367.4	34.73	84760	78.51	398.3	7.834	72.623	-5.6874	7.6893	72.388	-5.0425	1956	24.9	5.93	98.5	100	1951	370.2	33.93	46410	87.96	187.1	7.8276	77.928	-6.0176	7.5061	77.589	-5.0829	2191	26.5	5.01	95.8	100	2186	372.7	34.36	60200	79.58	228	7.7966	78.371	-5.5881	7.6367	78.359	-4.8649	236.9
