0.31237,0.33063,0.53448,0.70183,0.75659,0.82759,0.81542,0.82353,0.80832,0.63387,0.49087,0.3783
0.33063,0.53448,0.70183,0.75659,0.82759,0.81542,0.82353,0.80832,0.63387,0.49087,0.3783,0.36511
0.53448,0.70183,0.75659,0.82759,0.81542,0.82353,0.80832,0.63387,0.49087,0.3783,0.36511,0.46146
0.70183,0.75659,0.82759,0.81542,0.82353,0.80832,0.63387,0.49087,0.3783,0.36511,0.46146,0.48377
0.75659,0.82759,0.81542,0.82353,0.80832,0.63387,0.49087,0.3783,0.36511,0.46146,0.48377,0.72718
0.82759,0.81542,0.82353,0.80832,0.63387,0.49087,0.3783,0.36511,0.46146,0.48377,0.72718,0.77181
0.81542,0.82353,0.80832,0.63387,0.49087,0.3783,0.36511,0.46146,0.48377,0.72718,0.77181,0.80325
0.82353,0.80832,0.63387,0.49087,0.3783,0.36511,0.46146,0.48377,0.72718,0.77181,0.80325,0.85801
0.80832,0.63387,0.49087,0.3783,0.36511,0.46146,0.48377,0.72718,0.77181,0.80325,0.85801,0.87018
0.63387,0.49087,0.3783,0.36511,0.46146,0.48377,0.72718,0.77181,0.80325,0.85801,0.87018,0.73631
0.49087,0.3783,0.36511,0.46146,0.48377,0.72718,0.77181,0.80325,0.85801,0.87018,0.73631,0.63286
0.3783,0.36511,0.46146,0.48377,0.72718,0.77181,0.80325,0.85801,0.87018,0.73631,0.63286,0.4645
0.36511,0.46146,0.48377,0.72718,0.77181,0.80325,0.85801,0.87018,0.73631,0.63286,0.4645,0.46349
0.46146,0.48377,0.72718,0.77181,0.80325,0.85801,0.87018,0.73631,0.63286,0.4645,0.46349,0.3144
0.48377,0.72718,0.77181,0.80325,0.85801,0.87018,0.73631,0.63286,0.4645,0.46349,0.3144,0.37221
0.72718,0.77181,0.80325,0.85801,0.87018,0.73631,0.63286,0.4645,0.46349,0.3144,0.37221,0.49899
0.77181,0.80325,0.85801,0.87018,0.73631,0.63286,0.4645,0.46349,0.3144,0.37221,0.49899,0.62982
0.80325,0.85801,0.87018,0.73631,0.63286,0.4645,0.46349,0.3144,0.37221,0.49899,0.62982,0.73732
0.85801,0.87018,0.73631,0.63286,0.4645,0.46349,0.3144,0.37221,0.49899,0.62982,0.73732,0.82657
0.87018,0.73631,0.63286,0.4645,0.46349,0.3144,0.37221,0.49899,0.62982,0.73732,0.82657,0.88641
0.73631,0.63286,0.4645,0.46349,0.3144,0.37221,0.49899,0.62982,0.73732,0.82657,0.88641,0.83773
0.63286,0.4645,0.46349,0.3144,0.37221,0.49899,0.62982,0.73732,0.82657,0.88641,0.83773,0.85497
0.4645,0.46349,0.3144,0.37221,0.49899,0.62982,0.73732,0.82657,0.88641,0.83773,0.85497,0.72718
0.46349,0.3144,0.37221,0.49899,0.62982,0.73732,0.82657,0.88641,0.83773,0.85497,0.72718,0.52637
0.3144,0.37221,0.49899,0.62982,0.73732,0.82657,0.88641,0.83773,0.85497,0.72718,0.52637,0.32657
0.37221,0.49899,0.62982,0.73732,0.82657,0.88641,0.83773,0.85497,0.72718,0.52637,0.32657,0.357
0.49899,0.62982,0.73732,0.82657,0.88641,0.83773,0.85497,0.72718,0.52637,0.32657,0.357,0.43611
0.62982,0.73732,0.82657,0.88641,0.83773,0.85497,0.72718,0.52637,0.32657,0.357,0.43611,0.5213
0.73732,0.82657,0.88641,0.83773,0.85497,0.72718,0.52637,0.32657,0.357,0.43611,0.5213,0.61055
0.82657,0.88641,0.83773,0.85497,0.72718,0.52637,0.32657,0.357,0.43611,0.5213,0.61055,0.7211
0.88641,0.83773,0.85497,0.72718,0.52637,0.32657,0.357,0.43611,0.5213,0.61055,0.7211,0.82353
0.83773,0.85497,0.72718,0.52637,0.32657,0.357,0.43611,0.5213,0.61055,0.7211,0.82353,0.84584
0.85497,0.72718,0.52637,0.32657,0.357,0.43611,0.5213,0.61055,0.7211,0.82353,0.84584,0.83671
0.72718,0.52637,0.32657,0.357,0.43611,0.5213,0.61055,0.7211,0.82353,0.84584,0.83671,0.78803
