nobs,month,year,prec
1,1,1917,341.130004882812
2,2,1917,421.77999877929705
3,3,1917,384.23001098632795
4,4,1917,180.110000610352
5,5,1917,241.360000610352
6,6,1917,168.940002441406
7,7,1917,120.37000274658199
8,8,1917,509.23001098632795
9,9,1917,329.07000732421903
10,10,1917,231.539993286133
11,11,1917,280.130004882812
12,12,1917,388.660003662109
13,1,1918,806.510009765625
14,2,1918,341.739990234375
15,3,1918,105.12000274658199
16,4,1918,256.970001220703
17,5,1918,193.080001831055
18,6,1918,332.359985351562
19,7,1918,80.879997253418
20,8,1918,194.75999450683602
21,9,1918,158.940002441406
22,10,1918,228.649993896484
23,11,1918,348.670013427734
24,12,1918,303.660003662109
25,1,1919,226.649993896484
26,2,1919,122.76999664306601
27,3,1919,161.88000488281202
28,4,1919,106.720001220703
29,5,1919,253.029998779297
30,6,1919,187.699996948242
31,7,1919,267.07000732421903
32,8,1919,40.529998779296896
33,9,1919,173.99000549316398
34,10,1919,452.670013427734
35,11,1919,386.910003662109
36,12,1919,649.1300048828119
37,1,1920,518.200012207031
38,2,1920,99.77999877929692
39,3,1920,130.710006713867
40,4,1920,320.630004882812
41,5,1920,105.83999633789101
42,6,1920,176.649993896484
43,7,1920,72.120002746582
44,8,1920,160.339996337891
45,9,1920,344.260009765625
46,10,1920,287.619995117188
47,11,1920,365.260009765625
48,12,1920,350.25
49,1,1921,234.820007324219
50,2,1921,321.269989013672
51,3,1921,424.920013427734
52,4,1921,129.059997558594
53,5,1921,267.359985351562
54,6,1921,277.07000732421903
55,7,1921,278.079986572266
56,8,1921,88.6999969482422
57,9,1921,324.540008544922
58,10,1921,205.039993286133
59,11,1921,251.5
60,12,1921,168.360000610352
61,1,1922,372.48001098632795
62,2,1922,189.36999511718798
63,3,1922,151.330001831055
64,4,1922,311.670013427734
65,5,1922,279.45001220703097
66,6,1922,127.23999786377001
67,7,1922,151.72000122070298
68,8,1922,283.04998779296903
69,9,1922,151.389999389648
70,10,1922,422.559997558594
71,11,1922,245.529998779297
72,12,1922,282.649993896484
73,1,1923,320.369995117188
74,2,1923,362.399993896484
75,3,1923,135.539993286133
76,4,1923,220.580001831055
77,5,1923,197.539993286133
78,6,1923,141.539993286133
79,7,1923,211.550003051758
80,8,1923,82.38999938964841
81,9,1923,179.050003051758
82,10,1923,267.760009765625
83,11,1923,416.739990234375
84,12,1923,422.920013427734
85,1,1924,308.989990234375
86,2,1924,258.69000244140597
87,3,1924,405.320007324219
88,4,1924,256.5
89,5,1924,312.480010986328
90,6,1924,203.589996337891
91,7,1924,143.97000122070298
92,8,1924,423.5
93,9,1924,372.77999877929705
94,10,1924,247.800003051758
95,11,1924,295.399993896484
96,12,1924,556.159973144531
97,1,1925,377.51998901367205
98,2,1925,616.8699951171881
99,3,1925,249.52000427246102
100,4,1925,225.669998168945
101,5,1925,275.079986572266
102,6,1925,290.380004882812
103,7,1925,123.08000183105499
104,8,1925,144.690002441406
105,9,1925,371.02999877929705
106,10,1925,429.23001098632795
107,11,1925,378.450012207031
108,12,1925,513.47998046875
109,1,1926,384.48001098632795
110,2,1926,60.5499992370605
111,3,1926,178.649993896484
