nobs,month,year,prec
1,1,1917,14.390000343322802
2,2,1917,3.4300000667572004
3,3,1917,152.740005493164
4,4,1917,23.7099990844727
5,5,1917,21.5200004577637
6,6,1917,51.9799995422363
7,7,1917,15.380000114440902
8,8,1917,9.88000011444092
9,9,1917,18.1800003051758
10,10,1917,17.0499992370605
11,11,1917,19.75
12,12,1917,38.72999954223629
13,1,1918,9.9399995803833
14,2,1918,26.600000381469695
15,3,1918,30.4599990844727
16,4,1918,52.7999992370605
17,5,1918,27.3899993896484
18,6,1918,16.620000839233402
19,7,1918,15.130000114440902
20,8,1918,20.659999847412106
21,9,1918,0.6000000238418579
22,10,1918,9.31999969482422
23,11,1918,37.7000007629395
24,12,1918,1.48000001907349
25,1,1919,12.0100002288818
26,2,1919,13.470000267028801
27,3,1919,23.9500007629395
28,4,1919,11.460000038147
29,5,1919,24.8899993896484
30,6,1919,8.90999984741211
31,7,1919,12.9499998092651
32,8,1919,53.2599983215332
33,9,1919,5.98000001907349
34,10,1919,12.8299999237061
35,11,1919,88.1800003051758
36,12,1919,30.969999313354503
37,1,1920,3.41000008583069
38,2,1920,15.279999732971199
39,3,1920,22.7299995422363
40,4,1920,22.219999313354503
41,5,1920,8.32999992370605
42,6,1920,23.0400009155273
43,7,1920,5.96000003814697
44,8,1920,23.5499992370605
45,9,1920,46.2000007629395
46,10,1920,18.3199996948242
47,11,1920,26.5799999237061
48,12,1920,2.72000002861023
49,1,1921,6.550000190734861
50,2,1921,1.53999996185303
51,3,1921,1.16999995708466
52,4,1921,1.63999998569489
53,5,1921,101.889999389648
54,6,1921,24.010000228881804
55,7,1921,4.53000020980835
56,8,1921,25.7700004577637
57,9,1921,10.1000003814697
58,10,1921,13.1800003051758
59,11,1921,1.95000004768372
60,12,1921,27.5200004577637
61,1,1922,1.95000004768372
62,2,1922,2.70000004768372
63,3,1922,18.9899997711182
64,4,1922,37.8899993896484
65,5,1922,12.4099998474121
66,6,1922,19.6299991607666
67,7,1922,16.3999996185303
68,8,1922,27.4599990844727
69,9,1922,13.210000038147
70,10,1922,1.1599999666214
71,11,1922,11.8100004196167
72,12,1922,11.1700000762939
73,1,1923,12.229999542236301
74,2,1923,1.13999998569489
75,3,1923,9.079999923706053
76,4,1923,51.1800003051758
77,5,1923,3.5199999809265097
78,6,1923,47.25
79,7,1923,18.340000152587894
80,8,1923,5.34000015258789
81,9,1923,7.17000007629395
82,10,1923,4.8600001335144
83,11,1923,0.189999997615814
84,12,1923,38.6500015258789
85,1,1924,2.00999999046326
86,2,1924,11.0699996948242
87,3,1924,12.039999961853
88,4,1924,9.079999923706053
89,5,1924,9.88000011444092
90,6,1924,5.28000020980835
91,7,1924,6.550000190734861
92,8,1924,4.96000003814697
93,9,1924,21.760000228881804
94,10,1924,44.2299995422363
95,11,1924,3.13000011444092
96,12,1924,0.6899999976158139
97,1,1925,14.0900001525879
98,2,1925,71.2200012207031
99,3,1925,20.25
100,4,1925,62.6599998474121
101,5,1925,29.0
102,6,1925,4.349999904632569
103,7,1925,12.5900001525879
104,8,1925,2.8699998855590803
105,9,1925,12.0
106,10,1925,10.020000457763699
107,11,1925,20.6299991607666
108,12,1925,9.19999980926514
109,1,1926,1.12999999523163
110,2,1926,4.5
