0.22596,0.36811
0.36811,0.33185
0.33185,0.45325
0.45325,0.49149
0.49149,0.48885
0.48885,0.36501
0.36501,0.18986
0.18986,0.19001
0.19001,0.23017
0.23017,0.31647
0.31647,0.36402
0.36402,0.43369
0.43369,0.33147
0.33147,0.17354
0.17354,0.3331
0.3331,0.25959
0.25959,0.18372
0.18372,0.042682
0.042682,0.020782
0.020782,0
0,0.0062376
0.0062376,0.14547
0.14547,0.46876
0.46876,0.18535
0.18535,0.41143
0.41143,0.32771
0.32771,0.42656
0.42656,0.30154
0.30154,0.26261
0.26261,0.056335
0.056335,0.0076271
0.0076271,0.036535
0.036535,0.0010874
0.0010874,0.1063
0.1063,0.31844
0.31844,0.42452
0.42452,0.3029
0.3029,0.3466
0.3466,0.35801
0.35801,0.39546
0.39546,0.36473
0.36473,0.17562
0.17562,0.1214
0.1214,0.096479
0.096479,0.12968
0.12968,0.25089
0.25089,0.19885
0.19885,0.25671
0.25671,0.46844
0.46844,0.44923
0.44923,0.25965
0.25965,0.31924
0.31924,0.56923
0.56923,0.20548
0.20548,0.15709
0.15709,0.047545
0.047545,0.19177
0.19177,0.19772
0.19772,0.28246
0.28246,0.31662
0.31662,0.30228
0.30228,0.25959
0.25959,0.31093
0.31093,0.40883
0.40883,0.22048
0.22048,0.35571
0.35571,0.033076
0.033076,0.061682
0.061682,0.026416
0.026416,0.085182
0.085182,0.40229
0.40229,0.34626
0.34626,0.34408
0.34408,0.21546
0.21546,0.19497
0.19497,0.46069
0.46069,0.053752
0.053752,0.38202
0.38202,0.025857
0.025857,0.00042289
0.00042289,0.036897
0.036897,0.06005
0.06005,0.30913
0.30913,0.32557
0.32557,0.43124
0.43124,0.42362
0.42362,0.45215
0.45215,0.69674
0.69674,0.40159
0.40159,0.15217
0.15217,0.032064
0.032064,0.070592
0.070592,0.09873
0.09873,0.3925
0.3925,0.24133
0.24133,0.31255
0.31255,0.37802
0.37802,0.25911
0.25911,0.40823
0.40823,0.22131
0.22131,0.52017
0.52017,0.13212
0.13212,0.018169
0.018169,0.008337
0.008337,0.00036248
0.00036248,0.068856
0.068856,0.24141
0.24141,0.43833
0.43833,0.35197
0.35197,0.25102
0.25102,0.2742
0.2742,0.35467
0.35467,0.078265
0.078265,0.050898
0.050898,0.034511
0.034511,0.039374
0.039374,0.014816
0.014816,0.087961
0.087961,0.3191
0.3191,0.41147
0.41147,0.17091
0.17091,0.32788
0.32788,0.35831
0.35831,0.27199
0.27199,0.35375
0.35375,0.19681
0.19681,0.052605
0.052605,0.043437
0.043437,0.047877
0.047877,0.16449
0.16449,0.29986
0.29986,0.25219
0.25219,0.39413
0.39413,0.25349
0.25349,0.41576
0.41576,0.43745
0.43745,0.24579
0.24579,0.096525
0.096525,0.026325
0.026325,0.025479
0.025479,0.063192
0.063192,0.17444
0.17444,0.28497
0.28497,0.4424
0.4424,0.24822
0.24822,0.39306
0.39306,0.33487
0.33487,0.27575
0.27575,0.19527
0.19527,0.22516
0.22516,0.039193
0.039193,0.015284
0.015284,0.023259
0.023259,0.13733
0.13733,0.25746
0.25746,0.2
0.2,0.29111
0.29111,0.32182
0.32182,0.46545
0.46545,0.42419
0.42419,0.1018
0.1018,0.057996
0.057996,0.0132
0.0132,0.0021296
0.0021296,0.067149
0.067149,0.16703
0.16703,0.27755
0.27755,0.31963
0.31963,0.31883
0.31883,0.27597
0.27597,0.36384
0.36384,0.55779
0.55779,0.34893
0.34893,0.21573
0.21573,0.068418
0.068418,0.026234
0.026234,0.035326
0.035326,0.15641
0.15641,0.36124
0.36124,0.45352
0.45352,0.36002
0.36002,0.33645
0.33645,0.38299
0.38299,0.45955
0.45955,0.45432
0.45432,0.15596
0.15596,0.022655
0.022655,0.0079443
0.0079443,0.032381
0.032381,0.21853
0.21853,0.36415
0.36415,0.38358
0.38358,0.32351
0.32351,0.39145
0.39145,0.30368
0.30368,0.50655
0.50655,0.5878
0.5878,0.20182
0.20182,0.18962
0.18962,0.048013
0.048013,0.10578
0.10578,0.26304
0.26304,0.23621
0.23621,0.50763
0.50763,0.27793
0.27793,0.31591
0.31591,0.28868
0.28868,0.28812
0.28812,0.43617
0.43617,0.37891
0.37891,0.024331
0.024331,0.11625
0.11625,0.079534
0.079534,0.35597
0.35597,0.31283
0.31283,0.4061
0.4061,0.24251
