Site,FBeM_MTL,FBeM,ePL-KRLS,ePL+,eTs_plus,eTS_KRLS,eTS-LS-SVM,ePL,eTS,MLP,ANFIS,pred_lin
0.0,0.0588508286033,0.0615645142656,nan,nan,0.0541877381087,nan,nan,nan,nan,nan,nan,nan
1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
