1.000000000000000000e+00 5.185256857042253031e-01 8.879092702964573869e-01 3.574432970064069237e-01 8.904831537043713663e-01 8.878968958792072819e-01 9.157765861997075874e-01 2.914319800096267787e-01 6.584141575362216781e-01 4.107468395861131327e-01 9.414289298076025103e-01 9.073135344463240104e-01 3.341751177390505090e-01 3.385307872443336641e-01 9.413034986352445399e-01 8.885179516046083359e-01 5.803552348309044540e-01 9.318937109700062837e-01 9.675638653249128973e-01 8.810151784015221033e-01 4.725699040331917122e-01 8.541663177155097708e-01 8.196927440672344689e-01 4.884780383095347900e-01 6.872765885699767541e-01 6.524657337788166700e-01 7.904423544437663152e-01 6.733916528175245553e-01 5.987442258849519083e-01 8.354181738077466335e-01 2.620309616150236498e-01 2.646318944738604295e-01 3.719614994413897313e-01 9.131636500543681700e-01 7.166417021460534942e-01 8.439408563375577765e-01 7.945158435868875380e-01 9.099125564413835798e-01 9.079946446297860740e-01 8.550436690665833561e-01 8.199076174222155178e-01 9.227877640613373345e-01 7.862333295089362073e-01 8.460264558966864579e-01 2.585847952656297188e-01 6.570386064445249419e-01 8.128579019378517900e-01 7.934131933601815678e-01 8.974907871552972871e-01 6.427108958223720636e-01 6.199906774552983446e-01 8.596161836456778227e-01
5.185256857042253031e-01 1.000000000000000000e+00 2.624831906557548722e-01 3.749317764152279575e-01 4.041319437905310785e-01 5.529592164263472664e-01 4.117984753563216915e-01 2.446833405565684849e-01 4.357639362808070072e-01 6.407435946046307063e-01 4.942380550863483823e-01 4.652438287186859145e-01 2.942026857962157238e-01 2.458672563537873390e-01 4.137913838306845338e-01 6.747230254696848784e-01 5.582117382598332789e-01 5.437022098591064445e-01 5.586390486782305542e-01 3.311497753802871702e-01 1.994525427050321820e-01 3.871042698251231373e-01 2.801108453967094958e-01 1.301410407115942414e-01 5.417158370231540676e-01 4.952644413862182238e-01 7.625174732542537859e-01 2.741946646809771404e-01 6.586094874365037155e-01 2.964304026752526688e-01 7.535860887882557257e-01 6.723611082919586091e-01 2.852998915423983206e-01 3.662496785942473965e-01 2.533324062114611364e-01 5.802959990249192401e-01 5.701800009947325387e-01 4.703473249897219821e-01 6.403813463437778575e-01 6.752463776641929316e-01 4.101062644593634898e-01 4.252598556222936810e-01 7.476407670579121589e-01 5.660711528073800736e-01 4.125186319972335980e-01 3.467566080691993902e-01 3.952015392101283497e-01 6.442665508211071757e-01 6.062281491431354974e-01 5.256729701119922105e-01 2.339259156103412340e-01 2.562648444961851957e-01
8.879092702964573869e-01 2.624831906557548722e-01 1.000000000000000000e+00 5.259872892048315096e-01 8.293876148521878156e-01 8.276632848394003261e-01 9.298677170932261316e-01 3.003862318468271675e-01 4.294237726114100706e-01 1.950185586913317781e-01 8.134966311282653129e-01 8.499450704421271929e-01 2.431464775092803121e-01 3.693178271396503343e-01 8.658879745072286527e-01 7.138941079059405448e-01 4.323430745335038461e-01 7.477243155377146788e-01 8.842522922950037945e-01 8.820042911368802807e-01 5.242158004540040661e-01 8.562225644021248527e-01 8.593062417004244669e-01 6.366863992925365645e-01 5.702841965054787909e-01 5.674835235022184232e-01 5.231541500541653233e-01 6.580800074271184741e-01 4.687390326217338310e-01 8.014589949670311020e-01 2.797975107208056089e-01 3.937667645469252742e-01 4.453554357658631724e-01 8.948352689896802437e-01 7.288819924538955108e-01 7.116622050485613693e-01 7.445034113889907879e-01 7.842795174267093161e-01 7.642816803105896284e-01 6.886276624218620190e-01 6.842645446968318446e-01 8.348530876381121679e-01 5.808969412254019193e-01 6.120128856571616094e-01 3.445450571177480215e-01 5.819367396169934370e-01 6.754766199979754804e-01 5.739635607666485617e-01 7.806971016999911805e-01 4.304628096148733207e-01 6.690088545537326015e-01 9.211833681877619195e-01
3.574432970064069237e-01 3.749317764152279575e-01 5.259872892048315096e-01 1.000000000000000000e+00 4.255938659568916926e-01 3.243202501398734783e-01 4.310409535477093268e-01 2.740072135931121977e-01 3.406738020820105906e-01 5.393616939830923052e-01 3.886582819949198075e-01 3.806754668083817128e-01 2.226019310750676772e-01 4.051393383508901658e-01 3.697157312539338658e-01 3.101130425214848052e-01 3.143041895685632636e-01 3.302573204955196462e-01 3.488852083745133115e-01 3.643056964315405932e-01 4.432639898273689760e-01 3.538056495725632744e-01 5.119805150126167659e-01 5.631544510176806906e-01 3.495149326747984952e-01 3.765302097431160178e-01 2.770639314409426568e-01 5.190615921719015091e-01 4.914144521525677933e-01 4.819048985727074630e-01 5.163586923664286177e-01 5.721971780132671936e-01 5.316800641819817708e-01 5.139443480950762755e-01 5.740108582722865949e-01 2.730155058111278232e-01 2.598349694958621559e-01 3.796845043085232962e-01 3.194091974555300917e-01 3.102135762450470846e-01 3.978575475590811483e-01 4.921580433072660909e-01 2.322233996810841028e-01 3.021236175627578513e-01 2.453508226230894651e-01 2.462871712247970690e-01 3.985575794076370859e-01 3.325678235540387440e-01 3.125780189765195449e-01 2.663682971183264359e-01 2.982436834866248332e-01 4.637107495327924545e-01
8.904831537043713663e-01 4.041319437905310785e-01 8.293876148521878156e-01 4.255938659568916926e-01 1.000000000000000000e+00 8.246313002412313242e-01 8.018315185889376417e-01 2.211583667718128587e-01 5.477991114533605765e-01 2.272179036043815992e-01 9.142633554354820946e-01 8.304085054178615977e-01 1.749163230925768475e-01 2.673014915127867597e-01 8.932537066704473450e-01 7.792276498562560327e-01 4.265738848034173469e-01 8.152003551878433951e-01 8.868596733205534877e-01 7.982317159891030300e-01 4.501076564740689734e-01 7.576722365427475125e-01 8.566645585225100001e-01 4.674673909129600236e-01 4.974546082092011767e-01 4.687859682113763027e-01 6.291658407456857116e-01 7.971702894875792866e-01 5.168113743132800586e-01 8.432003687660828417e-01 2.291959761409464447e-01 2.572313016904618777e-01 4.138479940675595103e-01 8.997125363181205371e-01 7.245178379171852701e-01 6.498764459952669492e-01 7.129244318533354274e-01 8.961194126426336171e-01 7.640285383725854418e-01 7.005089842388511068e-01 8.119751683347388171e-01 8.704388998753153084e-01 6.473480227309047486e-01 7.712095866571128111e-01 1.973664006713537755e-01 4.855421504153055734e-01 7.909093680246065405e-01 6.226122481978864087e-01 8.170871630531677532e-01 4.423916314451590837e-01 4.917455110722634415e-01 8.149926516242290697e-01
8.878968958792072819e-01 5.529592164263472664e-01 8.276632848394003261e-01 3.243202501398734783e-01 8.246313002412313242e-01 1.000000000000000000e+00 8.855015668642469695e-01 3.554338171410429403e-01 5.088521701316447432e-01 3.868325767167586360e-01 8.230403968254488278e-01 9.201737331185640967e-01 2.380372118170870355e-01 3.548575767437214812e-01 8.121737190494534575e-01 8.683055765670544268e-01 6.307122394039768043e-01 8.017441201403553430e-01 9.191309913845806534e-01 8.849425395914832793e-01 6.313139717029174758e-01 8.193470588155709056e-01 8.374953619886298384e-01 6.442120303995740871e-01 7.021181642765134123e-01 6.838820614126733810e-01 7.597405744642382608e-01 6.727592628836791544e-01 5.401168592571579108e-01 6.951404476091285201e-01 3.579732686908116412e-01 4.013338642896471242e-01 4.217215210124947156e-01 8.217745069134672065e-01 5.788178317616955448e-01 8.359630313223791465e-01 8.835426947897756511e-01 8.003990126547636530e-01 8.680327115944906913e-01 8.221560020289262471e-01 6.983572332076235512e-01 7.912040866879046508e-01 7.734842880672103682e-01 7.048723853431468900e-01 2.866166060512703173e-01 6.789743356510339334e-01 6.568268322158153927e-01 7.555083825704851375e-01 9.813187845059643255e-01 5.481667198199321467e-01 6.304208726625045722e-01 8.638154574181640122e-01
9.157765861997075874e-01 4.117984753563216915e-01 9.298677170932261316e-01 4.310409535477093268e-01 8.018315185889376417e-01 8.855015668642469695e-01 1.000000000000000000e+00 3.187438375595695872e-01 5.467827910899787369e-01 3.879870672401966591e-01 8.187565168267267879e-01 8.971234053576928602e-01 2.705066573765397275e-01 3.825632693801148121e-01 8.605802425908696263e-01 8.173507398495323262e-01 6.111597420195424846e-01 8.088462435390888494e-01 9.131478777924002532e-01 9.136941784467873529e-01 5.569258450130070148e-01 8.767247750079038005e-01 8.481013406153284917e-01 6.592176577586958963e-01 7.085526139400006862e-01 6.959249783204491946e-01 6.986171145153534656e-01 6.091373487087970995e-01 5.746512722331783563e-01 7.535214417669832132e-01 3.092845859904670425e-01 4.060161729083123783e-01 4.968546282334668773e-01 8.668267020816761148e-01 6.638068391026439308e-01 8.393227457395009417e-01 8.060863377464196899e-01 7.812827990668730349e-01 8.335857002378688208e-01 7.735647850719452601e-01 6.818984200660569428e-01 8.306362714324817542e-01 7.321466544710522051e-01 6.883228403528987016e-01 2.408417970669424202e-01 6.911833311514949951e-01 6.979125972714389503e-01 7.369283841864625595e-01 8.621368848533175200e-01 5.790712905830949220e-01 7.086032041748097088e-01 9.117720962127737749e-01
2.914319800096267787e-01 2.446833405565684849e-01 3.003862318468271675e-01 2.740072135931121977e-01 2.211583667718128587e-01 3.554338171410429403e-01 3.187438375595695872e-01 1.000000000000000000e+00 4.299158561387854682e-01 2.619727915879009328e-01 2.566743778795216313e-01 3.077230648001847979e-01 3.581127940959051847e-01 2.543322092288085035e-01 2.341160275798158663e-01 2.518554899120058477e-01 2.329180556779105737e-01 2.886059139042498889e-01 2.803662805908905264e-01 3.375498005628186915e-01 2.143130518183629651e-01 3.277741404445497220e-01 3.393145962280779693e-01 2.152747049156025494e-01 2.941420313552691734e-01 3.192843611949707783e-01 2.444987382193679060e-01 2.572065741263441230e-01 2.644578818649793162e-01 3.075747628561149027e-01 2.348931856196870560e-01 2.424456593959947170e-01 1.742731110430868757e-01 2.644910248354859772e-01 3.298787112274238487e-01 3.558898566546233044e-01 2.859766508275394248e-01 2.474857314345587089e-01 2.996974918830199730e-01 2.880188163447219285e-01 3.173688912665269535e-01 2.980689972825431022e-01 2.092195825694478928e-01 3.152666417489561890e-01 5.414479951100956701e-01 2.246413945144101476e-01 3.338819086733023633e-01 3.174583421756245194e-01 3.185245182535253461e-01 2.791515821399397357e-01 5.796432726534416213e-01 3.152332875810392454e-01
6.584141575362216781e-01 4.357639362808070072e-01 4.294237726114100706e-01 3.406738020820105906e-01 5.477991114533605765e-01 5.088521701316447432e-01 5.467827910899787369e-01 4.299158561387854682e-01 1.000000000000000000e+00 6.570646882973979475e-01 7.426825570048098957e-01 5.681222186776598848e-01 5.604823959163168778e-01 5.373943075291652827e-01 6.572685736989468674e-01 7.151418631490220612e-01 6.032791294328776477e-01 7.571218245133957137e-01 5.970113663209932753e-01 4.842124870990006102e-01 3.659718170282943439e-01 4.553891119078513627e-01 3.390434626546918184e-01 3.379331312859690239e-01 6.748540136976945991e-01 6.505171655124345476e-01 7.034318085316573210e-01 3.390911480248531840e-01 6.136235043721053328e-01 7.280957904878908593e-01 3.536344207326554967e-01 3.749561490877786896e-01 3.291068898954410127e-01 6.268440099290232270e-01 6.979310395300845071e-01 6.682813884047220654e-01 4.151594719829352353e-01 7.676199871683182518e-01 6.739541667532777947e-01 6.646798522444152812e-01 7.575862210990373935e-01 7.217393858224724346e-01 6.579867083771263614e-01 8.682408390162678069e-01 1.969327274078394308e-01 4.453225389325997097e-01 7.980217290710103217e-01 7.566634307431669981e-01 5.838703678302926692e-01 7.294233455115822773e-01 4.997687276988776461e-01 4.004443005155647328e-01
4.107468395861131327e-01 6.407435946046307063e-01 1.950185586913317781e-01 5.393616939830923052e-01 2.272179036043815992e-01 3.868325767167586360e-01 3.879870672401966591e-01 2.619727915879009328e-01 6.570646882973979475e-01 1.000000000000000000e+00 3.817042487904941939e-01 4.305811883508380844e-01 4.906524893900495732e-01 6.182442325995809451e-01 3.486397577154968230e-01 5.574778155617201580e-01 4.971980274897988550e-01 4.878363558011721279e-01 4.142002308722337878e-01 2.826128891329874326e-01 5.110809999171969098e-01 3.257455671796107288e-01 2.640387051581090661e-01 4.490740760199250503e-01 5.271362321423999076e-01 4.952131287531857939e-01 6.756015697311418267e-01 2.959889942062970958e-01 7.440811093076875604e-01 2.926748045086169925e-01 6.943098427133366224e-01 7.478748229208567189e-01 5.689084021699795102e-01 2.903295469575097876e-01 3.072397734801254332e-01 5.058858923610520808e-01 2.903311337090464517e-01 3.756445772875524614e-01 5.037401204387711440e-01 5.209990034593848796e-01 3.398257792379885123e-01 3.826799061567361382e-01 5.897837237024307067e-01 5.990764733515104856e-01 3.262299947016040758e-01 3.406193010234033203e-01 3.914376722342121639e-01 6.086780972213607921e-01 4.498847780122117168e-01 6.597740962448029878e-01 3.550621292784799099e-01 3.172837947234070088e-01
