0.24554,0.33158,0.41343,0.48374,0.57712,0.6915,0.78489,0.77964,0.64848,0.54984,0.40399,0.29066
0.33158,0.41343,0.48374,0.57712,0.6915,0.78489,0.77964,0.64848,0.54984,0.40399,0.29066,0.23505
0.41343,0.48374,0.57712,0.6915,0.78489,0.77964,0.64848,0.54984,0.40399,0.29066,0.23505,0.34837
0.48374,0.57712,0.6915,0.78489,0.77964,0.64848,0.54984,0.40399,0.29066,0.23505,0.34837,0.37041
0.57712,0.6915,0.78489,0.77964,0.64848,0.54984,0.40399,0.29066,0.23505,0.34837,0.37041,0.50157
0.6915,0.78489,0.77964,0.64848,0.54984,0.40399,0.29066,0.23505,0.34837,0.37041,0.50157,0.57188
0.78489,0.77964,0.64848,0.54984,0.40399,0.29066,0.23505,0.34837,0.37041,0.50157,0.57188,0.74082
0.77964,0.64848,0.54984,0.40399,0.29066,0.23505,0.34837,0.37041,0.50157,0.57188,0.74082,0.7618
0.64848,0.54984,0.40399,0.29066,0.23505,0.34837,0.37041,0.50157,0.57188,0.74082,0.7618,0.74502
0.54984,0.40399,0.29066,0.23505,0.34837,0.37041,0.50157,0.57188,0.74082,0.7618,0.74502,0.68625
0.40399,0.29066,0.23505,0.34837,0.37041,0.50157,0.57188,0.74082,0.7618,0.74502,0.68625,0.51941
0.29066,0.23505,0.34837,0.37041,0.50157,0.57188,0.74082,0.7618,0.74502,0.68625,0.51941,0.34208
0.23505,0.34837,0.37041,0.50157,0.57188,0.74082,0.7618,0.74502,0.68625,0.51941,0.34208,0.27072
0.34837,0.37041,0.50157,0.57188,0.74082,0.7618,0.74502,0.68625,0.51941,0.34208,0.27072,0.25079
0.37041,0.50157,0.57188,0.74082,0.7618,0.74502,0.68625,0.51941,0.34208,0.27072,0.25079,0.27492
0.50157,0.57188,0.74082,0.7618,0.74502,0.68625,0.51941,0.34208,0.27072,0.25079,0.27492,0.40294
0.57188,0.74082,0.7618,0.74502,0.68625,0.51941,0.34208,0.27072,0.25079,0.27492,0.40294,0.49528
0.74082,0.7618,0.74502,0.68625,0.51941,0.34208,0.27072,0.25079,0.27492,0.40294,0.49528,0.6149
0.7618,0.74502,0.68625,0.51941,0.34208,0.27072,0.25079,0.27492,0.40294,0.49528,0.6149,0.72508
0.74502,0.68625,0.51941,0.34208,0.27072,0.25079,0.27492,0.40294,0.49528,0.6149,0.72508,0.75656
0.68625,0.51941,0.34208,0.27072,0.25079,0.27492,0.40294,0.49528,0.6149,0.72508,0.75656,0.7723
0.51941,0.34208,0.27072,0.25079,0.27492,0.40294,0.49528,0.6149,0.72508,0.75656,0.7723,0.66107
0.34208,0.27072,0.25079,0.27492,0.40294,0.49528,0.6149,0.72508,0.75656,0.7723,0.66107,0.55404
0.27072,0.25079,0.27492,0.40294,0.49528,0.6149,0.72508,0.75656,0.7723,0.66107,0.55404,0.40399
0.25079,0.27492,0.40294,0.49528,0.6149,0.72508,0.75656,0.7723,0.66107,0.55404,0.40399,0.28122
0.27492,0.40294,0.49528,0.6149,0.72508,0.75656,0.7723,0.66107,0.55404,0.40399,0.28122,0.26128
0.40294,0.49528,0.6149,0.72508,0.75656,0.7723,0.66107,0.55404,0.40399,0.28122,0.26128,0.36831
0.49528,0.6149,0.72508,0.75656,0.7723,0.66107,0.55404,0.40399,0.28122,0.26128,0.36831,0.43757
0.6149,0.72508,0.75656,0.7723,0.66107,0.55404,0.40399,0.28122,0.26128,0.36831,0.43757,0.52991
0.72508,0.75656,0.7723,0.66107,0.55404,0.40399,0.28122,0.26128,0.36831,0.43757,0.52991,0.65373
0.75656,0.7723,0.66107,0.55404,0.40399,0.28122,0.26128,0.36831,0.43757,0.52991,0.65373,0.73662
0.7723,0.66107,0.55404,0.40399,0.28122,0.26128,0.36831,0.43757,0.52991,0.65373,0.73662,0.77964
0.66107,0.55404,0.40399,0.28122,0.26128,0.36831,0.43757,0.52991,0.65373,0.73662,0.77964,0.78594
0.55404,0.40399,0.28122,0.26128,0.36831,0.43757,0.52991,0.65373,0.73662,0.77964,0.78594,0.67156
0.40399,0.28122,0.26128,0.36831,0.43757,0.52991,0.65373,0.73662,0.77964,0.78594,0.67156,0.51522
0.28122,0.26128,0.36831,0.43757,0.52991,0.65373,0.73662,0.77964,0.78594,0.67156,0.51522,0.40714
0.26128,0.36831,0.43757,0.52991,0.65373,0.73662,0.77964,0.78594,0.67156,0.51522,0.40714,0.29066
0.36831,0.43757,0.52991,0.65373,0.73662,0.77964,0.78594,0.67156,0.51522,0.40714,0.29066,0.30535
0.43757,0.52991,0.65373,0.73662,0.77964,0.78594,0.67156,0.51522,0.40714,0.29066,0.30535,0.36621
0.52991,0.65373,0.73662,0.77964,0.78594,0.67156,0.51522,0.40714,0.29066,0.30535,0.36621,0.44911
0.65373,0.73662,0.77964,0.78594,0.67156,0.51522,0.40714,0.29066,0.30535,0.36621,0.44911,0.52676
0.73662,0.77964,0.78594,0.67156,0.51522,0.40714,0.29066,0.30535,0.36621,0.44911,0.52676,0.57712
0.77964,0.78594,0.67156,0.51522,0.40714,0.29066,0.30535,0.36621,0.44911,0.52676,0.57712,0.70199
0.78594,0.67156,0.51522,0.40714,0.29066,0.30535,0.36621,0.44911,0.52676,0.57712,0.70199,0.78699
0.67156,0.51522,0.40714,0.29066,0.30535,0.36621,0.44911,0.52676,0.57712,0.70199,0.78699,0.7618
0.51522,0.40714,0.29066,0.30535,0.36621,0.44911,0.52676,0.57712,0.70199,0.78699,0.7618,0.68311
0.40714,0.29066,0.30535,0.36621,0.44911,0.52676,0.57712,0.70199,0.78699,0.7618,0.68311,0.51312
0.29066,0.30535,0.36621,0.44911,0.52676,0.57712,0.70199,0.78699,0.7618,0.68311,0.51312,0.36201
0.30535,0.36621,0.44911,0.52676,0.57712,0.70199,0.78699,0.7618,0.68311,0.51312,0.36201,0.25498
0.36621,0.44911,0.52676,0.57712,0.70199,0.78699,0.7618,0.68311,0.51312,0.36201,0.25498,0.29381
0.44911,0.52676,0.57712,0.70199,0.78699,0.7618,0.68311,0.51312,0.36201,0.25498,0.29381,0.39559
0.52676,0.57712,0.70199,0.78699,0.7618,0.68311,0.51312,0.36201,0.25498,0.29381,0.39559,0.44071
0.57712,0.70199,0.78699,0.7618,0.68311,0.51312,0.36201,0.25498,0.29381,0.39559,0.44071,0.49528
0.70199,0.78699,0.7618,0.68311,0.51312,0.36201,0.25498,0.29381,0.39559,0.44071,0.49528,0.57503
0.78699,0.7618,0.68311,0.51312,0.36201,0.25498,0.29381,0.39559,0.44071,0.49528,0.57503,0.68416
0.7618,0.68311,0.51312,0.36201,0.25498,0.29381,0.39559,0.44071,0.49528,0.57503,0.68416,0.80378
0.68311,0.51312,0.36201,0.25498,0.29381,0.39559,0.44071,0.49528,0.57503,0.68416,0.80378,0.7618
0.51312,0.36201,0.25498,0.29381,0.39559,0.44071,0.49528,0.57503,0.68416,0.80378,0.7618,0.66002
0.36201,0.25498,0.29381,0.39559,0.44071,0.49528,0.57503,0.68416,0.80378,0.7618,0.66002,0.55509
0.25498,0.29381,0.39559,0.44071,0.49528,0.57503,0.68416,0.80378,0.7618,0.66002,0.55509,0.33578
0.29381,0.39559,0.44071,0.49528,0.57503,0.68416,0.80378,0.7618,0.66002,0.55509,0.33578,0.28017
0.39559,0.44071,0.49528,0.57503,0.68416,0.80378,0.7618,0.66002,0.55509,0.33578,0.28017,0.24449
0.44071,0.49528,0.57503,0.68416,0.80378,0.7618,0.66002,0.55509,0.33578,0.28017,0.24449,0.38615
0.49528,0.57503,0.68416,0.80378,0.7618,0.66002,0.55509,0.33578,0.28017,0.24449,0.38615,0.39349
0.57503,0.68416,0.80378,0.7618,0.66002,0.55509,0.33578,0.28017,0.24449,0.38615,0.39349,0.532
0.68416,0.80378,0.7618,0.66002,0.55509,0.33578,0.28017,0.24449,0.38615,0.39349,0.532,0.57712
0.80378,0.7618,0.66002,0.55509,0.33578,0.28017,0.24449,0.38615,0.39349,0.532,0.57712,0.66842
