nobs,month,year,prec
1,1,1917,534.090026855469
2,2,1917,230.220001220703
3,3,1917,148.240005493164
4,4,1917,176.660003662109
5,5,1917,173.029998779297
6,6,1917,163.22000122070298
7,7,1917,140.429992675781
8,8,1917,291.260009765625
9,9,1917,213.550003051758
10,10,1917,273.92999267578097
11,11,1917,266.470001220703
12,12,1917,486.160003662109
13,1,1918,579.090026855469
14,2,1918,18.5100002288818
15,3,1918,138.729995727539
16,4,1918,253.00999450683602
17,5,1918,209.710006713867
18,6,1918,141.690002441406
19,7,1918,23.809999465942397
20,8,1918,118.69000244140601
21,9,1918,56.8199996948242
22,10,1918,115.699996948242
23,11,1918,210.960006713867
24,12,1918,388.26998901367205
25,1,1919,451.869995117188
26,2,1919,235.589996337891
27,3,1919,190.460006713867
28,4,1919,224.190002441406
29,5,1919,210.38000488281202
30,6,1919,79.129997253418
31,7,1919,117.62999725341801
32,8,1919,90.0500030517578
33,9,1919,171.970001220703
34,10,1919,149.259994506836
35,11,1919,163.139999389648
36,12,1919,369.179992675781
37,1,1920,399.320007324219
38,2,1920,176.850006103516
39,3,1920,157.77999877929702
40,4,1920,222.210006713867
41,5,1920,206.889999389648
42,6,1920,94.02999877929692
43,7,1920,94.69000244140621
44,8,1920,139.850006103516
45,9,1920,169.289993286133
46,10,1920,220.059997558594
47,11,1920,119.55999755859399
48,12,1920,253.160003662109
49,1,1921,381.70999145507795
50,2,1921,172.77000427246102
51,3,1921,286.739990234375
52,4,1921,259.720001220703
53,5,1921,141.25
54,6,1921,116.050003051758
55,7,1921,150.059997558594
56,8,1921,49.779998779296896
57,9,1921,175.72999572753898
58,10,1921,268.769989013672
59,11,1921,526.989990234375
60,12,1921,428.02999877929705
61,1,1922,319.19000244140597
62,2,1922,87.62999725341801
63,3,1922,273.390014648438
64,4,1922,214.160003662109
65,5,1922,144.179992675781
66,6,1922,219.52000427246102
67,7,1922,116.19000244140601
68,8,1922,135.600006103516
69,9,1922,202.589996337891
70,10,1922,150.740005493164
71,11,1922,246.460006713867
72,12,1922,317.769989013672
73,1,1923,370.420013427734
74,2,1923,197.160003662109
75,3,1923,174.410003662109
76,4,1923,65.5699996948242
77,5,1923,171.580001831055
78,6,1923,166.77999877929702
79,7,1923,248.190002441406
80,8,1923,41.9900016784668
81,9,1923,79.1500015258789
82,10,1923,118.029998779297
83,11,1923,243.029998779297
84,12,1923,258.54998779296903
85,1,1924,438.609985351562
86,2,1924,203.27000427246102
87,3,1924,332.359985351562
88,4,1924,239.11999511718798
89,5,1924,252.419998168945
90,6,1924,143.960006713867
91,7,1924,43.5200004577637
92,8,1924,82.61000061035159
93,9,1924,126.87999725341801
94,10,1924,243.50999450683602
95,11,1924,255.75999450683602
96,12,1924,490.179992675781
97,1,1925,225.419998168945
98,2,1925,390.109985351562
99,3,1925,223.039993286133
100,4,1925,219.389999389648
101,5,1925,163.0
102,6,1925,161.539993286133
103,7,1925,80.38999938964841
104,8,1925,99.25
105,9,1925,299.899993896484
106,10,1925,168.61999511718798
107,11,1925,258.709991455078
108,12,1925,417.869995117188
109,1,1926,225.210006713867
110,2,1926,205.419998168945
111,3,1926,236.080001831055
112,4,1926,175.49000549316398
113,5,1926,224.970001220703
114,6,1926,145.860000610352
115,7,1926,148.770004272461
116,8,1926,147.990005493164
117,9,1926,158.289993286133
118,10,1926,296.69000244140597
119,11,1926,418.760009765625
120,12,1926,312.869995117188
121,1,1927,287.25
122,2,1927,158.639999389648
123,3,1927,267.05999755859403
124,4,1927,292.269989013672
125,5,1927,178.649993896484
126,6,1927,94.16000366210942
127,7,1927,52.2400016784668
128,8,1927,84.7799987792969
129,9,1927,109.790000915527
130,10,1927,194.300003051758
131,11,1927,497.619995117188
132,12,1927,514.4000244140619
133,1,1928,361.47000122070295
134,2,1928,282.459991455078
135,3,1928,279.510009765625
136,4,1928,222.440002441406
137,5,1928,246.550003051758
138,6,1928,145.52999877929702
139,7,1928,188.429992675781
140,8,1928,100.279998779297
141,9,1928,57.20999908447271
142,10,1928,279.04998779296903
143,11,1928,314.470001220703
144,12,1928,298.390014648438
145,1,1929,204.889999389648
146,2,1929,264.5
147,3,1929,307.980010986328
148,4,1929,268.54998779296903
149,5,1929,154.199996948242
150,6,1929,150.360000610352
151,7,1929,87.5199966430664
152,8,1929,41.970001220703104
153,9,1929,152.36999511718798
154,10,1929,183.50999450683602
155,11,1929,331.670013427734
156,12,1929,441.049987792969
157,1,1930,405.369995117188
158,2,1930,116.349998474121
159,3,1930,241.100006103516
160,4,1930,302.959991455078
161,5,1930,208.860000610352
162,6,1930,204.169998168945
163,7,1930,21.3899993896484
164,8,1930,39.3899993896484
165,9,1930,92.1699981689453
166,10,1930,297.42999267578097
167,11,1930,178.52000427246102
168,12,1930,339.140014648438
169,1,1931,191.72999572753898
170,2,1931,222.919998168945
171,3,1931,280.040008544922
172,4,1931,274.79998779296903
173,5,1931,226.970001220703
174,6,1931,173.52000427246102
175,7,1931,97.2900009155273
176,8,1931,85.8300018310547
177,9,1931,233.660003662109
178,10,1931,227.610000610352
179,11,1931,304.029998779297
180,12,1931,439.010009765625
181,1,1932,288.149993896484
182,2,1932,159.100006103516
183,3,1932,294.829986572266
184,4,1932,403.910003662109
185,5,1932,198.22999572753898
186,6,1932,249.690002441406
187,7,1932,128.11999511718798
188,8,1932,153.550003051758
189,9,1932,103.37999725341801
190,10,1932,269.489990234375
191,11,1932,239.74000549316398
192,12,1932,541.969970703125
193,1,1933,695.0499877929691
